Solar Panel Length (m),Solar Panel Width (m),Solar Panel Efficiency (%),Inverter Efficiency (%),State,Daily Target Energy (kWh),Autonomy Days,Battery Voltage (V),Depth of Discharge (%),Battery Efficiency (%),Battery Capacity (Ah),Solar Panel Cost (Naira),Controller Cost (Naira),Inverter Cost (Naira),Battery Cost (Naira),Miscellaneous Cost (Naira),Maintenance Cost per visit (Naira),Maintenance Rounds per Year,Warranty Years,Grid Electricity Rate (Naira/kWh),Inflation Rate (%),Number of Years for Price Simulation,Number of Years for Carbon Emissions Assessment,Number of Panels Required,Total Battery Capacity (Ah),Number of Batteries Needed,Total Procurement Cost (Naira),Total Installation Cost (Naira),Total Commissioning Cost (Naira),Maintenance Cost per Year (Naira),Total Grid Electricity Cost Over Simulation Period (Naira),Total PV Electricity Cost Over Simulation Period (Naira),Cumulative Grid Cost (Naira),Cumulative PV Cost (Naira),Total Grid Carbon Emissions (kgCO2),Total PV Carbon Emissions (kgCO2),flag,username,timestamp
1.6,1,15,90,Lagos,5,1,12,50,85,100,100000,20000,50000,80000,10000,5000,2,5,30,10,5,5,,,,,,,,,,,,,,,,2024-08-20 03:43:16.843957
